Ref,DS_SS,Ref_name,Extracted_by,Ocean,Region,Study_location,Ecoregion_number,Study_site,Study_type,Genus,species,Updated_Genus,Updated_species,Colony_form,Other_forms,Coral_age_class,Coral_age_at_start_expt_days_since_settled,Coral_age_at_start_expt_days_postfert,Coral_age_at_end_expt_days_postfert,Surface_direction,Surface_direction_deg,Treatment,Exp_details,Other_conditions,Control_code,Sed_comp,Binary_sed_burial,Sed_level,Sed_level_UoM,Sed_level_stand_mg,Sed_level_avg_type,Sed_level_avg_N,Sed_level_avg_N_UoM,Sed_error_low,Sed_error_high,Sed_error_type,Sed_exposure,Sed_exposure_UoM,Sed_exposure_days,Sed_days,Days_after_start,Sed_application,Sed_notes,Binary_high_yield,Binary_hydrostatic_inflation,Binary_tentacular_activity,Binary_increased_mucus,Binary_congealed_sediment,Binary_auto_to_heterotroph,Binary_reduced_PR_ratio,Binary_reduced_FvFm,Binary_reduced_growth,Binary_reduced_fertilization,Binary_limited_settlement,Binary_bleaching_or_reduced_chla,Binary_algal_overgrowth,Binary_smothering,Binary_larval_survival,Binary_recruit_death,Binary_small_necroses,Binary_large_necroses,Binary_death_total,Bin_notes,Binary_non_adverse_reported,Binary_adverse_reported,Binary_mortality_reported,Binary_any_effect,Binary_effect_non_adverse,Binary_effect_adverse,Binary_effect_mortality,date_of extraction,Additional_notes,Changes_from_full_dataset
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,larva,0,,,all,all,Control (no sediment),4 days after larvae deployment,n/a,1,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,1.32,mg/cm2/day,1.32,mean,2,sites,0.3,0.3,95% CI,4,d,4,4,4,pre_during_post_settlement,"value from Table 1, Total for March Reference sites",,,,,,,,,,,0,,,,,,,,,based on statistics in Table 2,0,1,0,0,NA,0,NA,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,larva,0,,,all,all,Sediment treatment,4 days after larvae deployment,n/a,0,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,11.7,mg/cm2/day,11.7,mean,2,sites,4.9,4.9,95% CI,4,d,4,4,4,pre_during_post_settlement,"value from Table 1, Total for March Sediment treatment sites",,,,,,,,,,,1,,,,,,,,,based on statistics in Table 2,0,1,0,1,NA,1,NA,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,juvenile,0,,,bottom,180,Control (no sediment),8 months after larvae deployment under ambient field conditions,n/a,1,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,1.1,mg/cm2/day,1.1,mean,2,sites,0.2,0.2,95% CI,8,mo,239,239,,pre_during_post_settlement,"value from Table 1, Total for Overall Reference sites (no November specific measurement); BOTTOM-specific measurement not given, so this is sediment on TOP surface, presumably",,,,,,,,,,,,,,,,0,,,,based on statistics in Table 2,0,1,1,0,NA,0,0,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,juvenile,0,,,bottom,180,Sediment treatment,8 months after larvae deployment under ambient field conditions,n/a,0,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,5.34,mg/cm2/day,5.34,mean,2,sites,2.4,2.4,95% CI,8,mo,239,239,,pre_during_post_settlement,"value from Table 1, Total for Overall Sediment treatment sites (no November specific measurement); BOTTOM-specific measurement not given, so this is sediment on TOP surface, presumably",,,,,,,,,,,,,,,,1,,,,based on statistics in Table 2,0,1,1,1,NA,1,1,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,juvenile,0,,,side,90,Control (no sediment),8 months after larvae deployment under ambient field conditions,n/a,1,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,1.1,mg/cm2/day,1.1,mean,2,sites,0.2,0.2,95% CI,8,mo,239,239,,pre_during_post_settlement,"value from Table 1, Total for Overall Reference sites (no November specific measurement); SIDES-specific measurement not given, so this is sediment on TOP surface, presumably",,,,,,,,,,,,,,,,0,,,,based on statistics in Table 2,0,1,1,0,NA,0,0,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,juvenile,0,,,side,90,Sediment treatment,8 months after larvae deployment under ambient field conditions,n/a,0,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,5.34,mg/cm2/day,5.34,mean,2,sites,2.4,2.4,95% CI,8,mo,239,239,,pre_during_post_settlement,"value from Table 1, Total for Overall Sediment treatment sites (no November specific measurement); SIDES-specific measurement not given, so this is sediment on TOP surface, presumably",,,,,,,,,,,,,,,,0,,,,based on statistics in Table 2,0,1,1,0,NA,0,0,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,juvenile,0,,,top,0,Control (no sediment),8 months after larvae deployment under ambient field conditions,n/a,1,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,1.1,mg/cm2/day,1.1,mean,2,sites,0.2,0.2,95% CI,8,mo,239,239,,pre_during_post_settlement,"value from Table 1, Total for Overall Reference sites (no November specific measurement)",,,,,,,,,,,,,,,,0,,,,based on statistics in Table 2,0,1,1,0,NA,0,0,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,juvenile,0,,,top,0,Sediment treatment,8 months after larvae deployment under ambient field conditions,n/a,0,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,5.34,mg/cm2/day,5.34,mean,2,sites,2.4,2.4,95% CI,8,mo,239,239,,pre_during_post_settlement,"value from Table 1, Total for Overall Sediment treatment sites (no November specific measurement)",,,,,,,,,,,,,,,,0,,,,based on statistics in Table 2,0,1,1,0,NA,0,0,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,juvenile,0,,,tile (all sides),all,Control (no sediment),8 months after larvae deployment under ambient field conditions,n/a,1,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,1.1,mg/cm2/day,1.1,mean,2,sites,0.2,0.2,95% CI,8,mo,239,239,,pre_during_post_settlement,"value from Table 1, Total for Overall Reference sites (no November specific measurement)",,,,,,,,,,,,,,,,0,,,,based on statistics in Table 2,0,1,1,0,NA,0,0,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS02,DS,Babcock and Smith (2000),LJT,Pacific,Western Australia,Ningaloo Reef and coastal north-west Australia (ER088),88,Field,manipulative,Acropora,millepora,Acropora,millepora,,,juvenile,0,,,tile (all sides),all,Sediment treatment,8 months after larvae deployment under ambient field conditions,n/a,0,"terrestrial sediment of no less than 90% silt/clay (without cement stabilizer), from experimental ""rammed earth bricks""",0,5.34,mg/cm2/day,5.34,mean,2,sites,2.4,2.4,95% CI,8,mo,239,239,,pre_during_post_settlement,"value from Table 1, Total for Overall Sediment treatment sites (no November specific measurement)",,,,,,,,,,,,,,,,1,,,,based on statistics in Table 2,0,1,1,1,NA,1,1,not recorded,"manipulative experiment in the field that applied sediment with dissolving block and tracked larval settlement (after 4 days) and recruitment (survival after 8 mo) of experimentally added larvae; most settlement/recruitment was on UNDERSIDE of tiles, where presumably there was not sediment, but there was still a treatment effect, indicating an indirect effect of sediment (on topside) on overall settlement/recruitment",
DS03,DS,Bessell-Browne et al. (2017a) ,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,Control (no sediment),Not bleached,n/a,1,"biogenic calcium carbonate (0.5 - 140 micron, mean 30 micron) from Davies Reef",0,0.05,mg/cm2/day,0.05,mean,3,tanks,0.03,0.03,s.e.,7,days,7,7,,,"based on text in Results, which reports amount of sediment accumulating on flat, concrete PVC cylinders (SedPods) in each tank over 7 successive deposition events",,0,,0,0,,,0,,,,0,,,,,0,0,0,based on great Results text that describes morphological responses in addition to the physiological measurements (Responses 1-3),1,1,1,0,0,0,0,not recorded,lab study that crossed bleaching history with sediment exposure to multiple doses and dosages over a week's time; I report here only the results of the non-bleached colonies/fragments,n/a
DS03,DS,Bessell-Browne et al. (2017a) ,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,Sediment 11 mg/cm2/d,Not bleached,n/a,0,"biogenic calcium carbonate (0.5 - 140 micron, mean 30 micron) from Davies Reef",0,10.8,mg/cm2/day,10.8,mean,3,tanks,3.7,3.7,s.e.,7,days,7,7,,,"based on text in Results, which reports amount of sediment accumulating on flat, concrete PVC cylinders (SedPods) in each tank over 7 successive deposition events",,1,,0,1,,,0,,,,0,,,,,0,0,0,based on great Results text that describes morphological responses in addition to the physiological measurements (Responses 1-3),1,1,1,1,1,0,0,not recorded,lab study that crossed bleaching history with sediment exposure to multiple doses and dosages over a week's time; I report here only the results of the non-bleached colonies/fragments,n/a
DS03,DS,Bessell-Browne et al. (2017a) ,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,Sediment 22 mg/cm2/d,Not bleached,n/a,0,"biogenic calcium carbonate (0.5 - 140 micron, mean 30 micron) from Davies Reef",0,22.4,mg/cm2/day,22.4,mean,3,tanks,2.4,2.4,s.e.,7,days,7,7,,,"based on text in Results, which reports amount of sediment accumulating on flat, concrete PVC cylinders (SedPods) in each tank over 7 successive deposition events",,1,,0,1,,,0,,,,0,,,,,0,0,0,based on great Results text that describes morphological responses in addition to the physiological measurements (Responses 1-3),1,1,1,1,1,0,0,not recorded,lab study that crossed bleaching history with sediment exposure to multiple doses and dosages over a week's time; I report here only the results of the non-bleached colonies/fragments,n/a
DS03,DS,Bessell-Browne et al. (2017a) ,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Acropora,millepora,Acropora,millepora,,,adult,,,,,,Sediment 40 mg/cm2/d,Not bleached,n/a,0,"biogenic calcium carbonate (0.5 - 140 micron, mean 30 micron) from Davies Reef",0,39.6,mg/cm2/day,39.6,mean,3,tanks,2.3,2.3,s.e.,7,days,7,7,,,"based on text in Results, which reports amount of sediment accumulating on flat, concrete PVC cylinders (SedPods) in each tank over 7 successive deposition events",,1,,0,1,,,0,,,,0,,,,,0,0,0,based on great Results text that describes morphological responses in addition to the physiological measurements (Responses 1-3),1,1,1,1,1,0,0,not recorded,lab study that crossed bleaching history with sediment exposure to multiple doses and dosages over a week's time; I report here only the results of the non-bleached colonies/fragments,n/a
DS03,DS,Bessell-Browne et al. (2017a) ,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Porites,spp.,Porites,lobata/lutea,,,adult,,,,,,Control (no sediment),Not bleached,n/a,1,"biogenic calcium carbonate (0.5 - 140 micron, mean 30 micron) from Davies Reef",0,0.05,mg/cm2/day,0.05,mean,3,tanks,0.03,0.03,s.e.,7,days,7,7,,,"based on text in Results, which reports amount of sediment accumulating on flat, concrete PVC cylinders (SedPods) in each tank over 7 successive deposition events",,0,,0,0,,,0,,,,0,,,,,0,0,0,based on great Results text that describes morphological responses in addition to the physiological measurements (Responses 1-3),1,1,1,0,0,0,0,not recorded,lab study that crossed bleaching history with sediment exposure to multiple doses and dosages over a week's time; I report here only the results of the non-bleached colonies/fragments,n/a
DS03,DS,Bessell-Browne et al. (2017a) ,LJT,Pacific,GBR,Great Barrier Reef north-central (ER074),74,Laboratory,manipulative,Porites,spp.,Porites,lobata/lutea,,,adult,,,,,,Sediment 11 mg/cm2/d,Not bleached,n/a,0,"biogenic calcium carbonate (0.5 - 140 micron, mean 30 micron) from Davies Reef",0,10.8,mg/cm2/day,10.8,mean,3,tanks,3.7,3.7,s.e.,7,days,7,7,,,"based on text in Results, which reports amount of sediment accumulating on flat, concrete PVC cylinders (SedPods) in each tank over 7 successive deposition events",,1,,1,1,,,0,,,,0,,,,,0,0,0,based on great Results text that describes morphological responses in addition to the physiological measurements (Responses 1-3),1,1,1,1,1,0,0,not recorded,lab study that crossed bleaching history with sediment exposure to multiple doses and dosages over a week's time; I report here only the results of the non-bleached colonies/fragments,n/a
